id,name,schema_definition,created_at,is_active,is_tax_deductible,matching_description,doc_group,display_name_he,ui_category,semantic_signals,group_name
156,Home Appliance Warranty,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:11.169011+00,true,false,Warranty certificate for appliance or electronics device.,Receipts,אחריות למכשירי חשמל ביתיים,Bills & Receipts,"{""keywords_en"": [""home appliance warranty""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
157,Furniture Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:11.399839+00,true,false,Receipt for furniture purchase and delivery.,Receipts,קבלת ריהוט,Bills & Receipts,"{""keywords_en"": [""furniture receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
158,Delivery Confirmation,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:11.622406+00,true,false,Document or email proving shipment delivered.,Receipts,אישור משלוח,Bills & Receipts,"{""keywords_en"": [""delivery confirmation""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
159,Package Return Label,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:11.850804+00,true,false,Return shipping label / authorization for sent-back item.,Receipts,תווית החזרת חבילה,Bills & Receipts,"{""keywords_en"": [""package return label""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
160,Customs Charge Notice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:29:12.078164+00,true,false,Notice for customs/VAT/import fees on shipment or travel goods.,Bills,הודעת חיוב מכס,Trips & Tickets,"{""keywords_en"": [""customs charge notice""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
161,Passport Renewal Reminder,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:29:12.303793+00,true,false,Reminder/notice to renew passport before expiry.,Government ID,תזכורת לחידוש דרכון,Identity,"{""keywords_en"": [""passport renewal reminder""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Booking.com"", ""Expedia"", ""Airbnb"", ""Hotels.com"", ""Trip.com"", ""El Al"", ""Arkia"", ""Israir"", ""United Airlines"", ""Delta"", ""American Airlines"", ""Marriott"", ""Hilton"", ""Dan Hotels""]}",
162,ID Supplement / Address Slip,"{""extraction_schema"": {""full_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Full legal name""}, ""issue_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Issue date""}, ""expiry_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Expiration date""}, ""document_number"": {""required"": true, ""data_type"": ""string"", ""description"": ""Official document number""}}}",2026-03-06 21:29:12.52848+00,true,false,Address supplement linked to national ID card.,Government ID,תוספת תעודת זהות / שובר כתובת,Identity,"{""keywords_en"": [""id supplement / address slip""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Gov.il"", ""Ministry of Interior"", ""Israel Tax Authority"", ""Bituach Leumi"", ""Ministry of Transport"", ""Municipality of Tel Aviv-Yafo"", ""Jerusalem Municipality"", ""IRS"", ""DMV"", ""SSA"", ""USCIS"", ""State Department"", ""USPS""]}",
163,Immunization Certificate,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:12.753456+00,true,false,Official certificate proving vaccination status.,Health,תעודת חיסון,Insurance & Contracts,"{""keywords_en"": [""immunization certificate""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
164,Medical Referral,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:12.979393+00,true,false,Referral to specialist / imaging / procedure.,Health,הפניה רפואית,Insurance & Contracts,"{""keywords_en"": [""medical referral""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
165,Imaging Result,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:13.202581+00,true,false,Radiology or imaging results summary.,Health,תוצאת הדמיה,Insurance & Contracts,"{""keywords_en"": [""imaging result""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
166,Hospital Bill,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:29:13.428083+00,true,false,Hospital invoice / patient billing statement.,Health,חשבון בית החולים,Bills & Receipts,"{""keywords_en"": [""hospital bill""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
167,Dental Treatment Plan,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:13.655542+00,true,false,"Estimate or plan for dental work, often used for insurance claim.",Health,תוכנית טיפולי שיניים,Insurance & Contracts,"{""keywords_en"": [""dental treatment plan""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
168,Dental Invoice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:29:13.881813+00,true,false,Invoice for dental treatment.,Health,חשבונית שיניים,Bills & Receipts,"{""keywords_en"": [""dental invoice""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
169,Orthotics Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:14.105149+00,true,false,Receipt for orthotics / insoles / assistive devices.,Health,קבלת אורתוטיקה,Bills & Receipts,"{""keywords_en"": [""orthotics receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
170,Pet Vaccination Record,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:14.330746+00,true,false,Record of pet vaccinations and veterinary details.,Health,רישום חיסונים של חיות מחמד,Insurance & Contracts,"{""keywords_en"": [""pet vaccination record""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
171,Pet Medical Invoice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:29:14.556219+00,true,false,Invoice from veterinary clinic or pet treatment provider.,Health,חשבונית רפואית לחיות מחמד,Bills & Receipts,"{""keywords_en"": [""pet medical invoice""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
172,PayPal Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:14.782324+00,true,false,Payment receipt from PayPal or similar wallet.,Receipts,קבלה של PayPal,Bills & Receipts,"{""keywords_en"": [""paypal receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
173,Stripe Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:15.009321+00,true,false,Payment receipt from Stripe checkout or billing.,Receipts,קבלה של Stripe,Bills & Receipts,"{""keywords_en"": [""stripe receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
174,Apple App Store Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:15.232514+00,true,false,Digital receipt for app/subscription purchase from Apple.,Receipts,קבלה של Apple App Store,Bills & Receipts,"{""keywords_en"": [""apple app store receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
175,Google Play Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:15.454719+00,true,false,Digital receipt for app/subscription purchase from Google Play.,Receipts,קבלה של גוגל פליי,Bills & Receipts,"{""keywords_en"": [""google play receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
176,Amazon Order Invoice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:29:15.683882+00,true,false,Invoice generated for Amazon purchase.,Receipts,חשבונית הזמנה באמזון,Bills & Receipts,"{""keywords_en"": [""amazon order invoice""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
177,Airbnb Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:15.916382+00,true,false,Receipt for Airbnb reservation or extra charges.,Travel,קבלה של Airbnb,Trips & Tickets,"{""keywords_en"": [""airbnb receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
178,Booking Confirmation Email,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:29:16.146308+00,true,false,Generic travel/event confirmation email.,Travel,אימייל אישור הזמנה,Trips & Tickets,"{""keywords_en"": [""booking confirmation email""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Booking.com"", ""Expedia"", ""Airbnb"", ""Hotels.com"", ""Trip.com"", ""El Al"", ""Arkia"", ""Israir"", ""United Airlines"", ""Delta"", ""American Airlines"", ""Marriott"", ""Hilton"", ""Dan Hotels""]}",
179,Event QR Pass,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:29:16.372381+00,true,false,QR or barcode-only entry pass for event or venue.,Events,אישור QR לאירוע,Trips & Tickets,"{""keywords_en"": [""event qr pass""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Booking.com"", ""Expedia"", ""Airbnb"", ""Hotels.com"", ""Trip.com"", ""El Al"", ""Arkia"", ""Israir"", ""United Airlines"", ""Delta"", ""American Airlines"", ""Marriott"", ""Hilton"", ""Dan Hotels""]}",
180,Season Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:29:16.600029+00,true,false,Multi-event or annual admission pass.,Events,מנוי עונתי,Trips & Tickets,"{""keywords_en"": [""season ticket""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Booking.com"", ""Expedia"", ""Airbnb"", ""Hotels.com"", ""Trip.com"", ""El Al"", ""Arkia"", ""Israir"", ""United Airlines"", ""Delta"", ""American Airlines"", ""Marriott"", ""Hilton"", ""Dan Hotels""]}",
181,Festival Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Return / check-out date""}, ""location"": {""required"": false, ""data_type"": ""string"", ""description"": ""Destination / venue""}, ""start_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Departure / check-in / event date""}, ""total_amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Total booking amount""}, ""provider_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Travel / booking provider""}, ""traveler_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Traveler / guest name""}, ""reservation_id"": {""required"": true, ""data_type"": ""string"", ""description"": ""Reservation / booking reference""}}}",2026-03-06 21:29:16.834161+00,true,false,Ticket for festival / multi-day event.,Events,כרטיס לפסטיבל,Trips & Tickets,"{""keywords_en"": [""festival ticket""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Booking.com"", ""Expedia"", ""Airbnb"", ""Hotels.com"", ""Trip.com"", ""El Al"", ""Arkia"", ""Israir"", ""United Airlines"", ""Delta"", ""American Airlines"", ""Marriott"", ""Hilton"", ""Dan Hotels""]}",
